"Oxygen, Dissolved (% Saturation)","Depth, Sample (Field)",Nitrite,"Nitrogen, Total Kjeldahl (TKN)","Solids, Suspended (TSS)",Phosphorus,STATION,LATITUDE,LONGITUDE
133,360,0.001,0.45,3.6,0.29,6008301202,43.67484451,-79.50532261
112,200,0.009,0.7,13.7,0.47,6008301202,43.67484451,-79.50532261
128.3,220,0.02,0.79,35.1,0.47,6008301202,43.67484451,-79.50532261
123.3,420,0.008,0.4,6.9,0.46,6008301202,43.67484451,-79.50532261
113.7,275,0.021,0.45,12.9,0.47,6008301202,43.67484451,-79.50532261
119,260,0.003,1.01,54.3,0.49,6008301202,43.67484451,-79.50532261
136.3,200,0.009,0.88,18.8,0.47,6008301202,43.67484451,-79.50532261
128,170,0.001,0.65,9.3,0.48,6008301202,43.67484451,-79.50532261
151.2,245,0.011,0.44,6.4,0.45,6008301202,43.67484451,-79.50532261
122.9,295,0.011,0.33,5.1,0.38,6008301202,43.67484451,-79.50532261
103,100,0.011,0.88,49.7,0.47,6008301202,43.67484451,-79.50532261
117.3,255,0.013,0.66,6.3,0.46,6008301202,43.67484451,-79.50532261
101,310,0.04,1.46,16.6,0.5,6008301202,43.67484451,-79.50532261
142,165,0.083,0.49,5.3,0.43,6008301202,43.67484451,-79.50532261
160.2,310,0.011,0.57,10.8,0.47,6008301202,43.67484451,-79.50532261
106.2,120,0.017,0.58,10.3,0.47,6008301202,43.67484451,-79.50532261
129,320,0.006,0.66,6.7,0.46,6008301202,43.67484451,-79.50532261
126,200,0.038,0.44,6.2,0.45,6008301202,43.67484451,-79.50532261
83.7,150,0.009,0.42,19.8,0.47,6008301202,43.67484451,-79.50532261
78,310,0.005,0.15,3.8,0.24,6008301202,43.67484451,-79.50532261
137.6,200,0.013,0.83,24.7,0.47,6008301202,43.67484451,-79.50532261
150,160,0.006,1.92,139,0.51,6008301202,43.67484451,-79.50532261
115.2,175,0.009,0.37,3.4,0.29,6008301202,43.67484451,-79.50532261
144.3,750,0.021,0.49,343,0.47,6008301202,43.67484451,-79.50532261
106,95,0.016,0.36,5.5,0.43,6008301202,43.67484451,-79.50532261
97.5,190,0.018,2.5,14.1,0.54,6008301202,43.67484451,-79.50532261
102.7,160,0.007,0.45,4.5,0.31,6008301202,43.67484451,-79.50532261
94.5,350,0.015,1.35,117,0.5,6008301202,43.67484451,-79.50532261
152.3,250,0.02,4.3,1.7,0.38,6008301202,43.67484451,-79.50532261
103.5,200,0.023,0.76,7.4,0.47,6008301202,43.67484451,-79.50532261
91.5,140,0.011,0.46,4.1,0.29,6008301202,43.67484451,-79.50532261
112.5,290,0.04,0.82,131,0.47,6008301202,43.67484451,-79.50532261
99.3,290,0.024,0.54,21.9,0.47,6008301202,43.67484451,-79.50532261
129.7,330,0.062,1.69,9.8,0.52,6008301202,43.67484451,-79.50532261
112.1,160,0.031,0.45,6.2,0.45,6008301202,43.67484451,-79.50532261
126.9,310,0.044,0.46,3.2,0.29,6008301202,43.67484451,-79.50532261
135,440,0.035,0.54,10,0.48,6008301202,43.67484451,-79.50532261
112,135,0.002,0.28,7,0.46,6008301202,43.67484451,-79.50532261
122.8,300,0.006,0.52,1.5,0.24,6008301202,43.67484451,-79.50532261
141,200,0.008,0.96,2.6,0.35,6008301202,43.67484451,-79.50532261
95,300,0.009,2.9,613,1.02,6008301202,43.67484451,-79.50532261
118.1,245,0.004,0.4,15.3,0.47,6008301202,43.67484451,-79.50532261
142.2,265,0.009,0.89,91.6,0.49,6008301202,43.67484451,-79.50532261
99.6,230,0.006,1.25,46.3,0.5,6008301202,43.67484451,-79.50532261
166,245,0.004,0.41,1.9,0.21,6008301202,43.67484451,-79.50532261
148.6,225,0.006,0.32,2.6,0.23,6008301202,43.67484451,-79.50532261
116.8,230,0.005,0.34,2.6,0.24,6008301202,43.67484451,-79.50532261
100,370,0.02,0.76,32.1,0.47,6008301202,43.67484451,-79.50532261
122.5,175,0.009,0.35,11.8,0.45,6008301202,43.67484451,-79.50532261
141,140,0.016,1.4,16.7,0.5,6008301202,43.67484451,-79.50532261
109.7,530,0.009,1.95,207,0.52,6008301202,43.67484451,-79.50532261
98.4,380,0.005,0.52,16.4,0.47,6008301202,43.67484451,-79.50532261
111.7,200,0.01,0.52,16.8,0.47,6008301202,43.67484451,-79.50532261
102.8,135,0.024,0.58,34,0.47,6008301202,43.67484451,-79.50532261
160,450,0.024,0.4,3.8,0.28,6008301202,43.67484451,-79.50532261
101,340,0.013,1.16,14.9,0.5,6008301202,43.67484451,-79.50532261
107.4,250,0.023,0.6,33.2,0.47,6008301202,43.67484451,-79.50532261
113,150,0.294,0.68,10.1,0.48,6008301202,43.67484451,-79.50532261
135.8,120,0.066,1,8.5,0.5,6008301202,43.67484451,-79.50532261
131.3,185,0.015,0.63,13.6,0.47,6008301202,43.67484451,-79.50532261
120.7,180,0.004,2.5,359,0.54,6008301202,43.67484451,-79.50532261
81.7,180,0.004,0.39,2.8,0.27,6008301202,43.67484451,-79.50532261
111.3,500,0.002,0.57,54.9,0.47,6008301202,43.67484451,-79.50532261
134.6,190,0.007,0.36,3.9,0.28,6008301202,43.67484451,-79.50532261
123.5,350,0.006,0.41,6.1,0.45,6008301202,43.67484451,-79.50532261
113.2,380,0.01,0.43,2.5,0.23,6008301202,43.67484451,-79.50532261
117,220,0.012,0.44,5.9,0.44,6008301202,43.67484451,-79.50532261
118.7,150,0.004,0.63,5.2,0.43,6008301202,43.67484451,-79.50532261
145,260,0.006,0.47,3.3,0.29,6008301202,43.67484451,-79.50532261
137.6,305,0.001,0.7,4.2,0.34,6008301202,43.67484451,-79.50532261
113,300,0.015,0.7,31.7,0.47,6008301202,43.67484451,-79.50532261
145.9,390,0.01,0.47,56.9,0.47,6008301202,43.67484451,-79.50532261
137.7,650,0.006,0.48,6.8,0.46,6008301202,43.67484451,-79.50532261
101,190,0.005,0.85,7.8,0.47,6008301202,43.67484451,-79.50532261
131.3,300,0.014,0.87,4.4,0.36,6008301202,43.67484451,-79.50532261
159.2,155,0.005,0.5,5.6,0.44,6008301202,43.67484451,-79.50532261
101,220,0.034,0.77,16,0.47,6008301202,43.67484451,-79.50532261
105,215,0.06,0.47,23.4,0.47,6008301202,43.67484451,-79.50532261
102,210,0.019,0.38,6.7,0.46,6008301202,43.67484451,-79.50532261
115.7,250,0.008,0.99,159,0.49,6008301202,43.67484451,-79.50532261
123.4,295,0.047,0.38,5.8,0.44,6008301202,43.67484451,-79.50532261
120.5,175,0.011,0.46,5,0.38,6008301202,43.67484451,-79.50532261
109,170,0.02,0.4,7.8,0.46,6008301202,43.67484451,-79.50532261
114.1,275,0.052,0.44,8.1,0.46,6008301202,43.67484451,-79.50532261
105,360,0.02,3.75,71.3,1.29,6008301202,43.67484451,-79.50532261
106.5,220,0.022,0.51,7.2,0.47,6008301202,43.67484451,-79.50532261
105.2,280,0.042,0.34,3.6,0.29,6008301202,43.67484451,-79.50532261
127.5,330,0.019,0.56,6.2,0.46,6008301202,43.67484451,-79.50532261
122.5,560,0.039,0.45,18.5,0.47,6008301202,43.67484451,-79.50532261
104,170,0.022,0.3,2,0.18,6008301202,43.67484451,-79.50532261
97,310,0.031,0.39,3.8,0.28,6008301202,43.67484451,-79.50532261
128.9,120,0.031,0.64,4.9,0.39,6008301202,43.67484451,-79.50532261
118,160,0.022,0.49,11.9,0.45,6008301202,43.67484451,-79.50532261
134,250,0.025,1.49,10.2,0.51,6008301202,43.67484451,-79.50532261
110.4,550,0.021,0.69,40.4,0.47,6008301202,43.67484451,-79.50532261
96.7,680,0.048,0.31,10.6,0.46,6008301202,43.67484451,-79.50532261
104.1,200,0.029,0.87,20.9,0.47,6008301202,43.67484451,-79.50532261
104.6,660,0.031,0.84,6.8,0.47,6008301202,43.67484451,-79.50532261
111,285,0.041,0.43,1.7,0.21,6008301202,43.67484451,-79.50532261
146.2,325,0.145,0.5,8.1,0.46,6008301202,43.67484451,-79.50532261
141,180,0.041,0.34,3.1,0.28,6008301202,43.67484451,-79.50532261
115,230,0.038,0.46,5.7,0.43,6008301202,43.67484451,-79.50532261
120.4,295,0.066,0.41,5.7,0.43,6008301202,43.67484451,-79.50532261
94.5,230,0.029,0.39,36.4,0.47,6008301202,43.67484451,-79.50532261
111,125,0.044,0.4,2.9,0.28,6008301202,43.67484451,-79.50532261
120.1,155,0.062,0.76,26.6,0.47,6008301202,43.67484451,-79.50532261
109.7,190,0.008,0.98,8.6,0.5,6008301202,43.67484451,-79.50532261
127.5,240,0.019,0.48,3.2,0.29,6008301202,43.67484451,-79.50532261
103.6,380,0.003,0.21,20,0.47,6008301202,43.67484451,-79.50532261
129,160,0.01,0.48,11.4,0.45,6008301202,43.67484451,-79.50532261
106.4,390,0.002,0.69,35.8,0.47,6008301202,43.67484451,-79.50532261
109,130,0.002,0.43,3.6,0.29,6008301202,43.67484451,-79.50532261
136.6,150,0.004,0.46,6.6,0.46,6008301202,43.67484451,-79.50532261
157,330,0.005,0.68,2.1,0.29,6008301202,43.67484451,-79.50532261
116,30,0.007,0.55,7.8,0.47,6008301202,43.67484451,-79.50532261
114.7,270,0.003,0.49,8.1,0.46,6008301202,43.67484451,-79.50532261
115.2,250,0.009,0.76,3,0.32,6008301202,43.67484451,-79.50532261
105,220,0.022,0.52,5.8,0.45,6008301202,43.67484451,-79.50532261
94.4,650,0.004,0.53,65.7,0.47,6008301202,43.67484451,-79.50532261
133.2,140,0.002,0.51,3.6,0.31,6008301202,43.67484451,-79.50532261
155.4,265,0.018,0.18,2.6,0.17,6008301202,43.67484451,-79.50532261
105,110,0.054,0.41,3.7,0.28,6008301202,43.67484451,-79.50532261
111.5,170,0.047,0.85,35.6,0.47,6008301202,43.67484451,-79.50532261
99,470,0.049,0.64,4.1,0.33,6008301202,43.67484451,-79.50532261
135.9,320,0.028,0.85,39.1,0.47,6008301202,43.67484451,-79.50532261
108,420,0.036,0.37,3.6,0.29,6008301202,43.67484451,-79.50532261
143.2,150,0.016,1.2,12,0.48,6008301202,43.67484451,-79.50532261
107.9,220,0.044,0.33,2.7,0.26,6008301202,43.67484451,-79.50532261
95.7,800,0.12,0.83,258,0.47,6008301202,43.67484451,-79.50532261
110.6,270,0.007,0.31,4.6,0.3,6008301202,43.67484451,-79.50532261
