"Oxygen, Dissolved (% Saturation)","Depth, Sample (Field)",Nitrite,"Nitrogen, Total Kjeldahl (TKN)","Solids, Suspended (TSS)"
120.9,90.0,0.035,0.66,2.0
130.9,660.0,0.037,1.24,364.0
121.0,255.0,0.023,0.16,12.9
119.0,160.0,0.01,0.27,4.0
122.5,100.0,0.022,0.94,2.0
101.3,170.0,0.036,1.27,30.0
100.0,330.0,0.035,0.71,7.0
140.7,90.0,0.019,0.42,5.3
103.7,120.0,0.015,0.44,2.0
127.9,175.0,0.023,0.85,2.0
96.8,310.0,0.022,3.55,303.0
109.1,155.0,0.021,0.68,3.0
128.4,135.0,0.03,0.36,1.5
98.6,360.0,0.048,1.39,15.0
109.0,130.0,0.024,1.5,198.0
168.2,170.0,0.038,0.62,5.0
127.8,155.0,0.022,0.29,1.4
123.5,100.0,0.058,1.08,7.7
128.6,75.0,0.018,0.42,5.7
110.0,430.0,0.127,0.2,6.0
102.7,90.0,0.065,1.38,4.0
109.0,210.0,0.033,1.56,92.0
121.0,210.0,0.018,0.54,2.0
116.0,110.0,0.024,0.52,4.5
106.5,80.0,0.025,0.64,2.0
136.7,155.0,0.01,0.39,3.3
87.0,190.0,0.11,1.81,6.0
103.9,1000.0,0.033,0.8,3.0
105.0,220.0,0.093,1.0,11.0
110.7,250.0,0.011,0.55,10.0
113.0,240.0,0.024,0.542,3.0
108.4,260.0,0.033,0.59,6.0
134.0,200.0,0.05,0.44,8.2
109.0,170.0,0.012,0.4,7.8
124.0,100.0,0.026,0.91,101.0
105.2,150.0,0.025,0.47,2.0
132.3,140.0,0.012,0.34,2.9
103.5,120.0,0.012,0.42,2.0
133.7,50.0,0.011,0.58,3.0
101.0,250.0,0.013,0.2,9.0
118.8,140.0,0.018,0.68,10.0
123.0,300.0,0.012,0.7,5.0
129.1,230.0,0.016,0.61,5.2
151.2,245.0,0.006,0.44,6.4
141.0,140.0,0.019,0.33,3.6
81.9,80.0,0.019,0.57,2.0
119.4,200.0,0.006,0.36,0.9
108.0,140.0,0.012,0.58,19.0
102.2,265.0,0.038,0.75,10.0
97.7,225.0,0.033,1.12,24.0
96.8,200.0,0.022,1.08,2.0
119.3,210.0,0.03,0.49,2.9
137.0,220.0,0.021,0.34,3.0
132.0,130.0,0.012,0.32,7.6
58.4,130.0,0.012,0.29,2.0
141.3,90.0,0.009,0.27,2.3
129.1,100.0,0.005,0.33,1.5
130.0,120.0,0.013,0.74,6.0
95.9,210.0,0.022,0.83,2.0
84.8,1001.0,0.022,2.23,287.0
138.2,250.0,0.009,0.27,1.6
105.3,300.0,0.019,0.48,4.0
88.5,405.0,0.011,0.4,11.1
133.6,420.0,0.011,0.41,2.0
120.0,260.0,0.017,0.432,3.0
113.0,200.0,0.011,0.39,2.0
56.0,330.0,0.024,1.1,6.0
138.1,190.0,0.022,0.85,8.0
107.0,140.0,0.034,0.48,5.0
108.0,210.0,0.019,1.04,3.0
118.9,320.0,0.023,0.54,2.0
152.0,140.0,0.011,0.59,26.0
104.6,240.0,0.021,0.58,19.1
104.0,230.0,0.014,0.5,5.0
109.3,310.0,0.007,0.43,0.9
122.0,190.0,0.013,0.48,4.1
83.7,150.0,0.014,0.42,19.8
101.7,180.0,0.011,0.43,3.0
109.0,110.0,0.005,0.3,0.9
128.6,150.0,0.022,0.83,2.0
159.1,250.0,0.022,0.83,2.0
94.0,200.0,0.162,1.63,25.0
141.0,95.0,0.017,0.46,1.4
78.8,160.0,0.016,0.46,5.0
210.7,500.0,0.017,0.39,2.7
102.1,400.0,0.02,1.03,3.0
120.2,270.0,0.028,0.49,2.3
113.3,160.0,0.024,0.96,46.0
163.7,230.0,0.008,0.42,3.4
97.6,150.0,0.011,2.11,67.0
132.2,440.0,0.041,0.75,30.5
102.5,270.0,0.019,0.67,10.0
114.8,405.0,0.02,0.42,15.9
114.8,360.0,0.144,0.83,4.0
116.3,190.0,0.011,0.58,6.0
109.0,210.0,0.02,0.58,4.0
130.1,380.0,0.012,0.59,9.8
109.8,305.0,0.017,0.59,10.2
94.7,250.0,0.012,1.51,45.0
101.6,160.0,0.022,1.01,4.0
105.4,250.0,0.018,1.14,10.0
153.2,230.0,0.02,0.61,14.6
109.2,220.0,0.02,0.66,44.5
115.9,445.0,0.013,0.72,54.6
157.0,180.0,0.01,0.39,5.0
175.7,200.0,0.006,0.37,10.4
104.2,300.0,0.014,0.65,2.0
109.5,150.0,0.015,0.83,5.0
110.5,220.0,0.011,0.5,6.0
98.4,380.0,0.009,0.52,16.4
119.2,275.0,0.016,0.53,11.5
111.6,230.0,0.015,0.39,2.0
107.4,275.0,0.011,0.86,4.0
138.1,105.0,0.025,1.28,86.0
146.4,340.0,0.012,0.38,3.7
103.4,245.0,0.017,0.71,2.0
113.9,230.0,0.012,0.56,6.0
124.0,290.0,0.01,0.38,3.2
111.3,200.0,0.022,0.56,8.0
159.7,250.0,0.011,0.37,3.1
61.3,210.0,0.012,0.66,91.0
107.5,370.0,0.012,0.59,20.8
100.5,150.0,0.017,0.75,13.0
126.1,420.0,0.022,0.49,2.0
131.5,350.0,0.026,0.57,5.8
138.0,1120.0,0.019,0.21,2.0
106.6,360.0,0.028,0.94,5.0
144.5,190.0,0.018,0.21,6.3
122.4,215.0,0.025,0.59,19.1
110.0,150.0,0.011,0.61,30.0
152.0,170.0,0.032,0.55,3.6
103.3,400.0,0.04,3.6,16.0
99.0,420.0,0.021,0.94,19.0
118.4,685.0,0.042,0.95,12.3
149.2,290.0,0.012,0.55,8.8
117.5,300.0,0.022,0.94,22.0
130.6,280.0,0.011,0.68,2.0
123.7,320.0,0.018,0.42,6.8
-99.0,210.0,0.028,0.93,11.9
154.5,475.0,0.014,0.49,10.7
114.5,150.0,0.017,0.98,6.0
139.4,340.0,0.011,0.21,5.7
127.4,310.0,0.011,0.78,20.0
129.1,230.0,0.015,0.79,65.1
138.5,380.0,0.011,0.51,7.4
118.1,115.0,0.022,0.82,3.0
104.7,250.0,0.028,1.17,49.0
131.3,345.0,0.01,0.62,17.8
109.6,250.0,0.011,0.73,26.0
126.1,290.0,0.022,0.86,6.0
98.6,485.0,0.022,2.12,189.0
109.0,270.0,0.011,0.67,8.0
111.1,280.0,0.015,1.09,16.0
93.7,310.0,0.015,0.77,24.8
155.0,210.0,0.018,0.82,10.2
141.7,185.0,0.007,0.41,5.7
112.3,330.0,0.034,1.4,49.7
127.9,150.0,0.01,0.8,13.4
117.6,300.0,0.016,1.03,9.0
110.1,195.0,0.036,1.16,27.5
120.1,220.0,0.037,1.21,3.0
157.9,305.0,0.028,0.57,4.9
84.1,900.0,0.052,1.18,7.0
110.3,720.0,0.027,1.04,5.0
158.5,200.0,0.024,0.74,7.0
112.5,290.0,0.024,0.92,11.6
127.9,750.0,0.028,1.02,56.0
111.3,140.0,0.036,0.82,9.0
125.3,290.0,0.027,0.67,7.0
113.4,380.0,0.011,0.99,13.0
119.0,120.0,0.039,0.92,20.0
122.9,220.0,0.047,0.9,10.0
150.8,250.0,0.008,0.18,2.2
83.7,280.0,0.02,0.68,4.0
110.8,250.0,0.012,1.37,34.0
138.7,245.0,0.008,0.68,7.2
96.0,265.0,0.03,1.7,167.0
117.9,150.0,0.022,1.48,42.0
145.1,210.0,0.021,0.92,15.3
58.1,140.0,0.011,0.55,4.0
185.2,145.0,0.006,0.51,2.9
167.4,155.0,0.007,0.62,13.3
111.1,215.0,0.022,0.91,12.0
79.3,1001.0,0.022,1.48,254.0
157.8,270.0,0.007,0.52,3.9
107.2,320.0,0.014,0.82,14.0
148.5,510.0,0.007,0.81,46.4
158.7,220.0,0.011,1.38,121.0
113.0,320.0,0.015,0.67,27.0
128.8,400.0,0.011,1.05,12.0
143.9,210.0,0.019,0.92,8.0
132.4,110.0,0.011,0.6,42.0
111.5,170.0,0.009,0.85,35.6
80.2,195.0,0.015,0.77,15.1
60.8,280.0,0.018,0.61,23.1
102.5,225.0,0.011,0.73,5.0
107.5,340.0,0.013,0.8,16.6
121.8,240.0,0.011,0.98,7.0
165.2,300.0,0.011,0.93,4.0
144.8,200.0,0.016,0.54,4.0
84.9,305.0,0.022,0.98,7.0
195.3,325.0,0.008,0.38,2.9
109.0,380.0,0.011,0.29,2.0
116.7,600.0,0.008,0.38,5.6
103.1,285.0,0.011,0.69,18.0
134.6,680.0,0.004,0.41,1.8
94.3,350.0,0.029,1.62,25.0
126.0,120.0,0.031,0.89,36.9
116.3,340.0,0.007,0.29,2.9
105.3,150.0,0.011,0.44,2.0
96.4,175.0,0.007,0.44,0.9
109.5,310.0,0.011,0.38,2.0
133.1,290.0,0.007,0.55,4.7
110.8,260.0,0.016,0.6,13.4
100.0,120.0,0.011,0.85,2.0
100.7,210.0,0.011,0.59,2.0
106.7,120.0,0.012,0.55,2.0
156.6,185.0,0.015,0.52,3.2
113.0,370.0,0.018,0.94,92.6
112.3,250.0,0.013,0.91,90.3
150.5,210.0,0.006,0.4,4.4
162.2,130.0,0.003,0.37,17.6
103.6,200.0,0.011,0.42,2.0
106.7,80.0,0.011,1.32,5.0
101.8,200.0,0.011,0.38,2.0
105.0,150.0,0.004,0.35,2.8
118.5,205.0,0.008,0.51,3.6
106.7,295.0,0.011,0.41,2.0
104.7,185.0,0.011,0.77,2.0
134.7,205.0,0.011,2.65,187.0
146.6,240.0,0.006,0.39,4.3
100.6,100.0,0.007,0.84,2.0
102.1,210.0,0.011,0.65,2.0
118.5,140.0,0.005,0.35,4.4
105.3,130.0,0.004,0.42,2.0
146.2,190.0,0.005,0.37,2.8
61.9,290.0,0.011,0.37,10.0
111.3,295.0,0.003,0.4,1.5
98.0,150.0,0.011,0.85,88.0
122.5,285.0,0.011,0.36,2.0
129.6,380.0,0.01,0.33,4.2
130.8,230.0,0.009,0.34,1.4
134.3,200.0,0.004,0.3,8.6
114.0,280.0,0.01,0.41,4.5
100.6,150.0,0.006,0.7,14.0
133.0,490.0,0.011,0.32,3.8
95.8,350.0,0.025,1.5,15.0
100.6,380.0,0.011,0.9,40.0
116.3,110.0,0.002,0.58,4.5
150.7,140.0,0.008,0.47,6.2
101.9,125.0,0.011,0.66,4.0
124.4,330.0,0.008,0.41,12.1
-99.0,540.0,0.013,0.83,14.0
134.2,465.0,0.012,0.75,31.2
101.3,290.0,0.011,1.07,21.0
137.0,230.0,0.004,0.39,4.0
114.5,300.0,0.011,0.5,2.0
118.8,205.0,0.017,1.18,173.0
120.7,345.0,0.006,0.42,8.3
103.8,300.0,0.012,1.0,15.0
99.4,300.0,0.015,1.15,37.0
136.6,150.0,0.003,0.46,6.6
127.1,325.0,0.011,0.55,11.0
98.3,160.0,0.027,0.68,22.0
110.1,220.0,0.011,0.71,12.0
111.2,420.0,0.014,0.68,12.2
165.9,330.0,0.006,0.53,7.1
138.8,390.0,0.009,0.49,4.8
115.3,470.0,0.047,1.87,141.0
123.3,95.0,0.01,0.59,8.3
112.8,100.0,0.018,0.89,5.0
121.6,250.0,0.011,0.54,6.3
113.2,105.0,0.022,1.11,2.0
153.3,165.0,0.009,0.49,4.1
85.6,145.0,0.011,0.96,9.0
116.8,95.0,0.011,0.75,3.0
115.5,180.0,0.006,0.58,4.4
125.0,500.0,0.039,2.74,324.0
110.0,110.0,0.011,0.68,4.0
131.8,160.0,0.003,0.46,6.4
104.4,140.0,0.011,0.47,4.0
129.6,195.0,0.01,0.88,10.0
114.8,130.0,0.001,0.46,4.8
85.8,190.0,0.004,0.49,6.0
107.9,185.0,0.011,0.85,34.0
127.1,200.0,0.002,0.51,4.0
122.6,195.0,0.011,1.0,8.0
113.9,145.0,0.011,0.73,19.0
146.6,150.0,0.003,0.47,5.2
60.0,140.0,0.011,0.42,3.0
142.2,145.0,0.001,0.41,3.4
127.3,205.0,0.001,0.47,9.7
111.6,110.0,0.011,0.79,4.0
83.3,1001.0,0.011,1.3,78.0
139.5,120.0,0.001,0.36,2.1
117.2,110.0,0.011,0.51,5.0
121.4,300.0,0.001,0.35,5.4
139.9,150.0,0.011,0.44,2.0
119.6,190.0,0.006,0.64,8.6
113.4,175.0,0.011,0.7,8.0
126.0,150.0,0.011,0.44,3.0
143.9,40.0,0.011,0.42,3.0
113.2,195.0,0.001,0.35,26.4
111.7,140.0,0.002,0.43,3.6
69.1,100.0,0.007,0.49,8.8
107.2,240.0,0.011,0.55,5.0
108.9,270.0,0.006,0.8,8.4
106.8,150.0,0.011,0.58,9.0
151.4,90.0,0.011,0.8,2.0
145.6,130.0,0.002,0.43,1.8
83.9,145.0,0.011,0.78,6.0
98.9,620.0,0.001,0.33,13.0
117.3,655.0,0.03,0.98,4.7
114.0,470.0,0.014,0.44,4.0
144.6,310.0,0.009,0.25,97.4
127.1,440.0,0.029,0.74,98.5
135.0,380.0,0.016,0.813,29.0
108.2,275.0,0.02,0.44,5.9
120.0,470.0,0.021,0.38,14.0
128.0,520.0,0.04,1.11,25.0
117.0,215.0,0.0209999999999999,1.273,16.9
99.0,220.0,0.008,0.49,2.5
134.8,205.0,0.007,0.41,2.7
134.0,330.0,0.019,0.75,10.8
140.8,430.0,0.014,0.44,6.9
111.9,320.0,0.015,0.66,20.6
134.0,250.0,0.041,1.49,10.2
168.2,220.0,0.013,0.24,8.1
111.1,480.0,0.023,0.94,106.0
119.0,350.0,0.032,1.03,25.4
122.0,250.0,0.009,0.45,4.5
118.0,150.0,0.01,0.33,10.9
117.2,505.0,0.014,0.57,141.0
183.4,350.0,0.01,0.37,9.0
115.0,130.0,0.053,1.37,26.3
160.2,330.0,0.007,0.36,22.7
108.0,230.0,0.019,0.28,8.4
101.0,340.0,0.045,1.16,14.9
135.0,270.0,0.035,0.84,37.3
103.4,390.0,0.02,0.62,26.9
122.0,265.0,0.014,0.43,12.7
98.0,400.0,0.018,0.42,5.9
146.0,280.0,0.035,0.74,24.0
115.0,385.0,0.027,0.5,6.0
101.0,385.0,0.013,0.53,60.0
118.0,260.0,0.055,0.68,5.0
120.7,370.0,0.014,0.4,8.0
160.2,310.0,0.012,0.57,10.8
125.0,210.0,0.022,0.98,77.0
122.3,490.0,0.012,0.58,3.1
115.0,300.0,0.017,0.44,5.5
132.1,185.0,0.03,0.47,11.6
144.1,380.0,0.022,0.38,12.9
127.5,690.0,0.013,0.36,21.7
122.0,480.0,0.026,0.57,19.3
134.0,190.0,0.009,0.76,226.0
116.0,240.0,0.087,0.569,28.0
113.0,120.0,0.2,1.42,22.0
131.0,230.0,0.02,0.08,35.0
117.0,140.0,0.034,0.79,29.1
142.4,400.0,0.017,0.58,12.4
118.6,410.0,0.016,0.6,116.0
118.7,330.0,0.018,0.45,25.2
123.0,325.0,0.007,0.74,16.0
145.9,390.0,0.018,0.47,56.9
156.0,320.0,0.014,0.2,12.0
126.0,230.0,0.019,0.43,36.0
120.5,290.0,0.011,0.48,7.6
114.0,420.0,0.014,0.48,7.7
121.0,270.0,0.025,0.74,7.0
135.2,330.0,0.013,0.49,18.0
111.0,460.0,0.022,0.6,10.6
123.7,200.0,0.013,0.44,19.8
115.0,240.0,0.013,0.51,10.0
111.0,270.0,0.024,1.49,34.1
136.2,420.0,0.012,0.58,45.0
117.0,320.0,0.035,0.79,20.1
129.7,205.0,0.015,0.55,4.4
103.0,470.0,0.016,0.66,10.7
107.6,370.0,0.018,0.81,98.0
116.0,30.0,0.016,0.55,7.8
136.4,230.0,0.011,0.54,11.0
121.0,200.0,0.012,0.65,5.6
95.0,265.0,0.032,0.59,19.1
122.3,450.0,0.034,0.65,130.0
131.5,80.0,0.011,0.52,5.3
124.0,330.0,0.026,0.352,14.0
113.0,310.0,0.028,1.85,519.0
109.0,220.0,0.037,1.38,16.5
120.9,180.0,0.027,0.63,50.1
154.5,230.0,0.019,0.51,6.8
118.0,280.0,0.172,1.59,25.1
122.0,390.0,0.019,1.0459999999999998,7.3
116.7,240.0,0.012,0.49,4.1
124.0,465.0,0.016,0.45,6.3
129.0,160.0,0.028,0.48,11.4
108.3,490.0,0.023,0.71,103.0
111.3,500.0,0.009,0.57,54.9
130.0,260.0,0.068,0.51,22.9
150.6,270.0,0.012,0.45,8.1
86.0,180.0,0.018,0.55,6.7
122.0,230.0,0.012,0.757,16.5
141.9,300.0,0.022,0.45,7.3
144.0,275.0,0.009,0.8300000000000001,17.6
148.8,250.0,0.003,0.66,17.5
132.9,110.0,0.004,0.43,5.3
76.0,475.0,0.021,0.78,82.9
134.0,150.0,0.008,0.38,5.2
109.0,510.0,0.067,17.8,97.1
100.7,390.0,0.011,1.94,190.0
147.9,410.0,0.017,0.54,10.5
152.0,190.0,0.006,1.01,8.2
106.0,180.0,0.03,0.55,167.0
54.0,320.0,0.003,0.38,5.3
127.0,180.0,0.069,0.37,3.2
149.8,270.0,0.001,0.36,2.4
147.5,335.0,0.005,0.34,8.2
146.0,405.0,0.011,1.22,18.1
149.4,230.0,0.004,0.38,3.1
150.9,290.0,0.005,0.41,22.1
124.0,205.0,0.007,0.495,4.0
121.0,320.0,0.015,0.53,23.2
115.0,500.0,0.006,0.36,7.8
126.3,305.0,0.004,0.52,28.9
120.0,260.0,0.017,1.64,23.0
112.0,350.0,0.032,1.61,30.4
126.0,240.0,0.028,1.17,10.9
116.3,310.0,0.02,0.74,38.2
118.0,240.0,0.01,0.47,9.4
130.1,220.0,0.008,0.37,9.8
122.0,140.0,0.007,0.45,3.5
50.2,335.0,0.016,0.47,30.6
124.1,200.0,0.002,0.37,1.0
111.0,340.0,0.013,0.7,15.9
115.0,240.0,0.033,1.28,19.6
146.9,140.0,0.007,0.41,3.6
103.0,460.0,0.033,0.69,34.0
104.0,140.0,0.006,0.34,9.3
199.0,500.0,0.007,0.36,1.5
101.4,410.0,0.011,0.5,2.0
115.4,180.0,0.008,0.39,6.0
105.8,320.0,0.022,0.62,2.0
113.0,320.0,0.007,0.29,2.0
141.2,420.0,0.003,0.28,3.2
99.6,300.0,0.026,1.33,66.0
137.0,180.0,0.031,0.85,113.0
100.7,280.0,0.011,0.88,59.0
136.0,350.0,0.015,0.59,12.0
109.6,305.0,0.006,0.28,5.0
181.0,330.0,0.002,0.27,7.0
127.0,260.0,0.036,1.1,8.0
106.0,320.0,0.003,0.421,9.0
107.3,190.0,0.017,0.4,4.0
123.0,165.0,0.006,0.41,3.1
106.3,170.0,0.011,0.32,2.0
130.5,275.0,0.006,0.47,6.4
112.4,375.0,0.009,0.6,27.8
101.2,80.0,0.011,0.81,9.0
101.0,150.0,0.011,0.68,2.0
109.6,180.0,0.011,0.67,2.0
125.0,245.0,0.001,0.41,7.0
153.1,210.0,0.016,0.46,6.6
112.5,205.0,0.009,0.7,62.9
113.0,300.0,0.005,0.39,8.0
116.0,200.0,0.004,0.43,3.4
108.0,170.0,0.005,0.37,3.1
116.0,360.0,0.008,0.7,92.9
150.6,230.0,0.004,0.37,8.6
115.0,350.0,0.014,0.42,9.0
156.0,280.0,0.003,0.35,11.4
101.1,115.0,0.011,0.57,2.0
105.5,210.0,0.011,1.02,2.0
104.9,100.0,0.011,0.25,2.0
110.0,400.0,0.007,0.6,10.0
132.0,500.0,0.005,0.41,2.0
105.6,170.0,0.005,0.41,32.0
117.0,210.0,0.007,0.48,8.2
106.5,230.0,0.013,0.31,2.0
104.4,245.0,0.005,0.62,24.0
147.0,360.0,0.023,0.67,6.0
139.9,300.0,0.013,2.63,362.0
148.1,310.0,0.006,0.34,17.4
100.6,275.0,0.006,0.76,10.0
104.4,250.0,0.011,0.52,2.0
111.0,130.0,0.009,0.4,2.0
101.0,340.0,0.005,0.67,67.0
118.0,550.0,0.009,0.45,4.0
120.2,260.0,0.004,0.36,28.2
104.0,400.0,0.006,0.45,2.0
143.7,250.0,0.004,0.34,7.9
61.2,260.0,0.011,0.3,2.0
121.0,650.0,0.013,0.78,101.0
110.5,360.0,0.002,0.37,1.7
113.0,150.0,0.006,0.43,2.7
99.2,110.0,0.008,0.62,3.0
119.0,175.0,0.011,0.39,2.0
134.6,190.0,0.01,0.36,3.9
122.0,-99.0,0.01,0.37,2.2
128.0,200.0,0.019,1.26,15.0
105.9,330.0,0.014,0.78,41.0
132.0,150.0,0.005,0.36,55.2
124.5,190.0,0.004,0.29,6.5
113.7,275.0,0.011,0.45,12.9
104.2,100.0,0.008,0.73,53.0
131.0,280.0,0.002,0.54,26.0
140.0,155.0,0.009,0.32,19.0
99.5,250.0,0.023,1.82,14.0
114.0,590.0,0.007,0.42,5.0
113.0,440.0,0.019,0.45,10.0
127.0,160.0,0.007,0.08,5.0
101.9,350.0,0.011,1.12,113.0
114.3,260.0,0.018,0.61,9.1
132.9,390.0,0.008,0.54,14.2
102.5,245.0,0.011,0.44,5.0
100.7,280.0,0.011,0.55,22.0
114.4,200.0,0.008,0.56,155.0
127.1,470.0,0.009,0.42,27.4
-99.0,245.0,0.014,0.86,17.2
114.0,150.0,0.005,0.7,24.0
135.0,275.0,0.012,0.74,85.6
103.8,165.0,0.011,1.01,27.0
127.0,440.0,0.008,0.489,9.0
118.0,320.0,0.016,0.64,32.0
116.2,190.0,0.005,0.41,13.8
110.0,360.0,0.013,0.563,2.0
132.7,250.0,0.004,0.37,9.8
111.0,200.0,0.011,0.57,4.0
127.2,370.0,0.027,1.73,521.0
118.1,245.0,0.005,0.4,15.3
114.0,200.0,0.002,0.62,8.0
102.2,260.0,0.011,0.92,23.0
99.9,410.0,0.011,0.98,47.0
101.0,400.0,0.005,0.63,11.0
135.4,155.0,0.003,0.43,9.2
103.1,300.0,0.011,0.53,3.0
127.0,550.0,0.011,0.85,17.0
99.3,250.0,0.026,1.63,80.0
105.6,275.0,0.011,0.6,8.0
121.1,155.0,0.004,0.28,3.6
103.7,210.0,0.011,0.65,7.0
112.6,350.0,0.01,0.68,88.9
172.6,195.0,0.004,0.44,4.3
124.3,240.0,0.008,0.47,5.8
122.5,385.0,0.045,2.25,250.0
112.0,380.0,0.007,0.306,12.0
103.7,350.0,0.012,0.98,9.0
109.0,125.0,0.005,0.53,33.0
89.0,440.0,0.013,0.5,11.0
120.4,190.0,0.01,0.52,19.8
113.6,195.0,0.014,0.98,2.0
149.2,225.0,0.006,0.52,6.1
86.5,170.0,0.011,0.87,17.0
106.6,220.0,0.013,0.97,47.0
106.0,440.0,0.004,0.98,16.0
114.0,130.0,0.011,0.94,2.0
127.0,250.0,0.005,0.44,9.0
114.5,150.0,0.003,0.51,6.0
116.0,240.0,0.019,0.57,11.1
112.7,270.0,0.008,0.66,35.5
127.2,250.0,0.029,1.95,322.0
103.3,150.0,0.004,0.8,14.0
124.1,200.0,0.001,0.4,7.6
114.8,200.0,0.011,0.4,3.0
123.7,330.0,0.011,0.5,15.0
102.0,380.0,0.001,0.261,28.0
133.1,150.0,0.01,0.78,10.0
104.0,425.0,0.016,0.5,5.0
120.1,200.0,0.001,0.49,6.0
118.1,120.0,0.001,0.47,23.8
126.0,200.0,0.002,0.44,6.2
84.5,150.0,0.004,0.43,3.0
107.3,225.0,0.004,1.01,174.0
119.7,215.0,0.001,0.46,8.4
111.0,295.0,0.004,0.8,7.0
109.8,210.0,0.011,0.96,25.0
108.1,185.0,0.011,0.75,12.0
131.5,130.0,0.001,0.44,9.0
114.0,420.0,0.001,0.43,5.0
113.0,130.0,0.001,0.44,5.4
58.6,160.0,0.011,0.43,3.0
143.7,140.0,0.001,0.4,4.1
130.9,160.0,0.001,0.41,4.9
119.0,250.0,0.0009,0.79,10.0
107.3,220.0,0.011,0.73,8.0
87.1,1001.0,0.011,1.14,138.0
126.9,150.0,0.001,0.33,3.2
117.0,200.0,0.011,0.4,6.0
122.2,190.0,0.001,0.35,12.2
134.2,180.0,0.011,0.38,3.0
109.0,380.0,0.001,0.2,5.0
114.8,220.0,0.005,0.57,14.3
67.0,410.0,0.008,0.5,23.0
110.7,300.0,0.004,0.87,40.0
103.0,170.0,0.001,0.39,7.0
109.0,220.0,0.005,1.02,9.0
130.1,100.0,0.011,0.48,7.0
137.8,260.0,0.011,0.34,3.0
112.0,160.0,0.001,0.29,23.0
104.0,450.0,0.016,0.5,21.0
106.7,160.0,0.002,0.4,2.9
115.0,170.0,0.001,0.48,4.1
47.0,250.0,0.006,0.49,14.6
106.8,250.0,0.011,0.43,4.0
109.4,245.0,0.006,0.8,13.7
111.7,190.0,0.004,0.41,4.0
148.8,90.0,0.011,0.8,2.0
104.0,190.0,0.0009,0.24,10.0
141.2,265.0,0.008,0.44,2.7
77.2,145.0,0.011,0.6,11.0
95.7,175.0,0.007,0.4,1.8
97.7,210.0,0.011,0.61,3.0
199.3,200.0,0.009,0.37,3.9
103.0,220.0,0.01,0.44,4.3
95.2,130.0,0.012,0.67,5.0
105.0,130.0,0.013,0.28,2.0
124.2,210.0,0.006,0.4,4.2
93.4,175.0,0.011,0.55,6.1
98.1,950.0,0.017,0.2,15.0
120.1,155.0,0.022,0.76,26.6
132.0,125.0,0.012,0.405,5.0
106.0,340.0,0.007,0.25,1.8
96.0,180.0,0.003,0.1,4.0
119.0,220.0,0.021,0.98,4.0
104.0,420.0,0.006,0.29,3.4
75.0,220.0,0.015,0.85,17.4
103.0,180.0,0.004,0.45,3.4
113.0,240.0,0.009,0.41,2.3
117.3,255.0,0.011,0.66,6.3
109.4,125.0,0.006,0.63,7.6
124.0,160.0,0.002,0.27,2.0
138.9,180.0,0.01,0.32,2.0
119.0,260.0,0.016,1.01,54.3
110.0,160.0,0.014,0.69,3.8
109.0,220.0,0.007,0.45,3.2
87.0,450.0,0.016,0.65,7.1
109.0,190.0,0.008,0.32,17.1
108.6,250.0,0.019,0.64,65.5
132.7,200.0,0.005,0.4,3.6
113.0,150.0,0.014,0.68,10.1
143.5,210.0,0.007,0.36,0.5
85.0,360.0,0.008,0.28,6.3
108.0,180.0,0.014,0.69,9.5
96.0,130.0,0.018,0.47,6.9
96.5,210.0,0.006,0.47,5.5
105.5,220.0,0.009,0.49,2.5
91.0,555.0,0.017,0.54,4.3
95.2,190.0,0.009,0.7,2.0
128.0,210.0,0.006,0.36,2.6
93.7,110.0,0.016,0.58,3.0
97.4,260.0,0.004,0.4,2.0
127.0,130.0,0.009,0.39,16.0
105.0,210.0,0.008,0.54,3.0
117.0,145.0,0.006,0.44,6.8
87.1,170.0,0.012,1.15,8.0
150.1,155.0,0.005,0.4,3.8
112.0,190.0,0.022,1.19,16.0
148.6,215.0,0.008,0.39,2.7
107.9,220.0,0.004,0.33,2.7
108.0,190.0,0.006,0.42,2.7
78.5,130.0,0.005,0.63,2.0
98.4,220.0,0.011,0.2,2.0
195.1,175.0,0.01,0.54,5.8
138.4,225.0,0.011,0.33,3.3
90.3,385.0,0.021,1.7,92.4
98.8,150.0,0.016,1.01,9.0
129.9,175.0,0.003,0.34,3.0
114.7,240.0,0.003,0.29,0.9
110.4,240.0,0.009,0.4,2.2
90.9,110.0,0.018,1.57,7.0
125.0,210.0,0.005,0.59,2.0
130.2,210.0,0.013,0.34,2.6
114.0,80.0,0.015,0.605,2.0
103.0,220.0,0.006,0.4,16.0
115.0,260.0,0.007,0.08,2.0
91.2,200.0,0.011,0.82,23.0
108.3,260.0,0.012,0.58,4.4
98.1,165.0,0.006,0.56,5.0
124.5,330.0,0.007,0.42,6.2
99.2,150.0,0.011,0.39,5.0
108.0,190.0,0.007,0.48,8.9
122.0,160.0,0.011,0.45,8.9
-99.0,115.0,0.014,0.75,5.6
102.1,150.0,0.015,2.83,13.0
108.0,230.0,0.003,0.55,8.0
136.4,300.0,0.018,0.9,22.1
134.0,280.0,0.005,0.2,5.0
117.0,150.0,0.013,0.55,7.0
110.7,320.0,0.006,0.49,4.8
117.0,290.0,0.008,0.44,4.9
125.4,260.0,0.007,0.43,2.9
100.0,510.0,0.01,0.57,13.8
119.3,220.0,0.006,0.5,5.6
112.0,110.0,0.005,0.46,3.0
101.0,130.0,0.013,0.47,2.0
